query,date,rank
quarantine,2019-01-11,101173
quarantine,2019-01-12,87462.5
quarantine,2019-01-13,150396.5
quarantine,2019-01-14,87941
quarantine,2019-01-15,83274
quarantine,2019-01-16,110709
quarantine,2019-01-17,115959
quarantine,2019-01-18,80507.5
quarantine,2019-01-19,112413.5
quarantine,2019-01-20,146528.5
quarantine,2019-01-21,176123
quarantine,2019-01-22,123329.5
quarantine,2019-01-23,200214
quarantine,2019-01-24,142450.5
quarantine,2019-01-25,149120
quarantine,2019-01-26,136700.5
quarantine,2019-01-27,147107
quarantine,2019-01-28,105197.5
quarantine,2019-01-29,77279.5
quarantine,2019-01-30,89557.5
quarantine,2019-01-31,117936.5
quarantine,2019-02-01,164215
quarantine,2019-02-02,164060
quarantine,2019-02-03,163819
quarantine,2019-02-04,153127
quarantine,2019-02-05,112930.5
quarantine,2019-02-06,161133.5
quarantine,2019-02-07,133894.5
quarantine,2019-02-08,108668.5
quarantine,2019-02-09,94679
quarantine,2019-02-10,139768
quarantine,2019-02-11,145521.5
quarantine,2019-02-12,170965
quarantine,2019-02-13,160973.5
quarantine,2019-02-14,158049
quarantine,2019-02-15,114202.5
quarantine,2019-02-16,158060.5
quarantine,2019-02-17,190025
quarantine,2019-02-18,112701.5
quarantine,2019-02-19,117546.5
quarantine,2019-02-20,143829
quarantine,2019-02-21,186652
quarantine,2019-02-22,208058
quarantine,2019-02-23,109791
quarantine,2019-02-24,111837.5
quarantine,2019-02-25,144009.5
quarantine,2019-02-26,154891.5
quarantine,2019-02-27,144859
quarantine,2019-02-28,137868.5
quarantine,2019-03-01,87242
quarantine,2019-03-02,122730.5
quarantine,2019-03-03,239027.5
quarantine,2019-03-04,120499.5
quarantine,2019-03-05,72792
quarantine,2019-03-06,19476.5
quarantine,2019-03-07,35119
quarantine,2019-03-08,115286.5
quarantine,2019-03-09,132505
quarantine,2019-03-10,43581.5
quarantine,2019-03-11,58410.5
quarantine,2019-03-12,38212
quarantine,2019-03-13,93808.5
quarantine,2019-03-14,69237
quarantine,2019-03-15,65996.5
quarantine,2019-03-16,127221
quarantine,2019-03-17,120147.5
quarantine,2019-03-18,140037.5
quarantine,2019-03-19,170301.5
quarantine,2019-03-20,112290.5
quarantine,2019-03-21,127438
quarantine,2019-03-22,225587
quarantine,2019-03-23,175010.5
quarantine,2019-03-24,147137
quarantine,2019-03-25,53716.5
quarantine,2019-03-26,87391
quarantine,2019-03-27,59261
quarantine,2019-03-28,114133
quarantine,2019-03-29,148346
quarantine,2019-03-30,203394
quarantine,2019-03-31,142058.5
quarantine,2019-04-01,162038
quarantine,2019-04-02,164472.5
quarantine,2019-04-03,158107.5
quarantine,2019-04-04,130058.5
quarantine,2019-04-05,127096
quarantine,2019-04-06,109508.5
quarantine,2019-04-07,115274
quarantine,2019-04-08,228010
quarantine,2019-04-09,142897.5
quarantine,2019-04-10,127267
quarantine,2019-04-11,124167
quarantine,2019-04-12,122927
quarantine,2019-04-13,165120
quarantine,2019-04-14,223847.5
quarantine,2019-04-15,97667.5
quarantine,2019-04-16,174439
quarantine,2019-04-17,124932
quarantine,2019-04-18,152951
quarantine,2019-04-19,163274
quarantine,2019-04-20,166092.5
quarantine,2019-04-21,148484
quarantine,2019-04-22,81976.5
quarantine,2019-04-23,126853
quarantine,2019-04-24,120770.5
quarantine,2019-04-25,43735
quarantine,2019-04-26,22251
quarantine,2019-04-27,35196
quarantine,2019-04-28,64364
quarantine,2019-04-29,67196
quarantine,2019-04-30,98016.5
quarantine,2019-05-01,80924.5
quarantine,2019-05-02,48364
quarantine,2019-05-03,11252.5
quarantine,2019-05-04,3421
quarantine,2019-05-05,4827.5
quarantine,2019-05-06,30293
quarantine,2019-05-07,53588.5
quarantine,2019-05-08,63104.5
quarantine,2019-05-09,82307.5
quarantine,2019-05-10,127281
quarantine,2019-05-11,125034
quarantine,2019-05-12,103805.5
quarantine,2019-05-13,159790.5
quarantine,2019-05-14,235286.5
quarantine,2019-05-15,118059.5
quarantine,2019-05-16,118484
quarantine,2019-05-17,143615.5
quarantine,2019-05-18,176546.5
quarantine,2019-05-19,152676.5
quarantine,2019-05-20,130334
quarantine,2019-05-21,210983
quarantine,2019-05-22,124420.5
quarantine,2019-05-23,114358.5
quarantine,2019-05-24,161159.5
quarantine,2019-05-25,122649.5
quarantine,2019-05-26,86088
quarantine,2019-05-27,122424
quarantine,2019-05-28,127640
quarantine,2019-05-29,267160
quarantine,2019-05-30,152760.5
quarantine,2019-05-31,131286
quarantine,2019-06-01,114016.5
quarantine,2019-06-02,33405
quarantine,2019-06-03,44493.5
quarantine,2019-06-04,91353
quarantine,2019-06-05,117630
quarantine,2019-06-06,52389.5
quarantine,2019-06-07,89765.5
quarantine,2019-06-08,75483
quarantine,2019-06-09,81320
quarantine,2019-06-10,59150
quarantine,2019-06-11,62533
quarantine,2019-06-12,27122
quarantine,2019-06-13,22925.5
quarantine,2019-06-14,42895
quarantine,2019-06-15,59720
quarantine,2019-06-16,69219.5
quarantine,2019-06-17,65921
quarantine,2019-06-18,65774.5
quarantine,2019-06-19,90878
quarantine,2019-06-20,63594.5
quarantine,2019-06-21,52853
quarantine,2019-06-22,56391
quarantine,2019-06-23,104603.5
quarantine,2019-06-24,167283.5
quarantine,2019-06-25,84200
quarantine,2019-06-26,34038
quarantine,2019-06-27,55701
quarantine,2019-06-28,86545
quarantine,2019-06-29,20331
quarantine,2019-06-30,23421
quarantine,2019-07-01,34654.5
quarantine,2019-07-02,68409
quarantine,2019-07-03,125720
quarantine,2019-07-04,142230
quarantine,2019-07-05,132447.5
quarantine,2019-07-06,158682.5
quarantine,2019-07-07,193655.5
quarantine,2019-07-08,133207.5
quarantine,2019-07-09,124021
quarantine,2019-07-10,164810.5
quarantine,2019-07-11,116517.5
quarantine,2019-07-12,124733
quarantine,2019-07-13,155219.5
quarantine,2019-07-14,89386
quarantine,2019-07-15,92215
quarantine,2019-07-16,59960
quarantine,2019-07-17,107840.5
quarantine,2019-07-18,152922.5
quarantine,2019-07-19,146635
quarantine,2019-07-20,37923
quarantine,2019-07-21,91304.5
quarantine,2019-07-22,162031
quarantine,2019-07-23,209678
quarantine,2019-07-24,81443
quarantine,2019-07-25,102362
quarantine,2019-07-26,73211.5
quarantine,2019-07-27,64051
quarantine,2019-07-28,66194
quarantine,2019-07-29,133572.5
quarantine,2019-07-30,109979
quarantine,2019-07-31,142864
quarantine,2019-08-01,66325
quarantine,2019-08-02,75229.5
quarantine,2019-08-03,86821
quarantine,2019-08-04,64120
quarantine,2019-08-05,57283.5
quarantine,2019-08-06,104063
quarantine,2019-08-07,111742
quarantine,2019-08-08,166349
quarantine,2019-08-09,155265.5
quarantine,2019-08-10,72343
quarantine,2019-08-11,95435
quarantine,2019-08-12,70666
quarantine,2019-08-13,73256
quarantine,2019-08-14,92052
quarantine,2019-08-15,101756.5
quarantine,2019-08-16,156949.5
quarantine,2019-08-17,152623
quarantine,2019-08-18,185275.5
quarantine,2019-08-19,141615
quarantine,2019-08-20,128992
quarantine,2019-08-21,131507
quarantine,2019-08-22,109347.5
quarantine,2019-08-23,116697
quarantine,2019-08-24,100730
quarantine,2019-08-25,109799.5
quarantine,2019-08-26,157382.5
quarantine,2019-08-27,147052.5
quarantine,2019-08-28,144452.5
quarantine,2019-08-29,135162
quarantine,2019-08-30,172150.5
quarantine,2019-08-31,103425
quarantine,2019-09-01,192796
quarantine,2019-09-02,138318
quarantine,2019-09-03,209274.5
quarantine,2019-09-04,140853
quarantine,2019-09-05,118570.5
quarantine,2019-09-06,92398.5
quarantine,2019-09-07,67934
quarantine,2019-09-08,89691.5
quarantine,2019-09-09,75656.5
quarantine,2019-09-10,101141.5
quarantine,2019-09-11,98348.5
quarantine,2019-09-12,167677.5
quarantine,2019-09-13,126678.5
quarantine,2019-09-14,176248.5
quarantine,2019-09-15,122186
quarantine,2019-09-16,105756
quarantine,2019-09-17,114428
quarantine,2019-09-18,101401.5
quarantine,2019-09-19,102470
quarantine,2019-09-20,90176
quarantine,2019-09-21,95008.5
quarantine,2019-09-22,170867
quarantine,2019-09-23,156781
quarantine,2019-09-24,144497.5
quarantine,2019-09-25,208980
quarantine,2019-09-26,159571
quarantine,2019-09-27,197131
quarantine,2019-09-28,201320
quarantine,2019-09-29,168567.5
quarantine,2019-09-30,191981.5
quarantine,2019-10-01,158048
quarantine,2019-10-02,168165
quarantine,2019-10-03,123408
quarantine,2019-10-04,238602
quarantine,2019-10-05,162821.5
quarantine,2019-10-06,153164
quarantine,2019-10-07,195940.5
quarantine,2019-10-08,118894.5
quarantine,2019-10-09,142638.5
quarantine,2019-10-10,224550.5
quarantine,2019-10-11,206152
quarantine,2019-10-12,125172
quarantine,2019-10-13,188855.5
quarantine,2019-10-14,181495
quarantine,2019-10-15,164085.5
quarantine,2019-10-16,121440
quarantine,2019-10-17,122104
quarantine,2019-10-18,196218.5
quarantine,2019-10-19,310359.5
quarantine,2019-10-20,256070.5
quarantine,2019-10-21,113191
quarantine,2019-10-22,105286
quarantine,2019-10-23,39983
quarantine,2019-10-24,44984.5
quarantine,2019-10-25,88537.5
quarantine,2019-10-26,107643
quarantine,2019-10-27,149234.5
quarantine,2019-10-28,131981
quarantine,2019-10-29,130313.5
quarantine,2019-10-30,145628.5
quarantine,2019-10-31,101808.5
quarantine,2019-11-01,162939.5
quarantine,2019-11-02,288028.5
quarantine,2019-11-03,198447.5
quarantine,2019-11-04,155109.5
quarantine,2019-11-05,173470
quarantine,2019-11-06,148683
quarantine,2019-11-07,173694.5
quarantine,2019-11-08,140820.5
quarantine,2019-11-09,237054.5
quarantine,2019-11-10,181445.5
quarantine,2019-11-11,315967
quarantine,2019-11-12,116262
quarantine,2019-11-13,106950.5
quarantine,2019-11-14,164604.5
quarantine,2019-11-15,164980.5
quarantine,2019-11-16,219060.5
quarantine,2019-11-17,159406.5
quarantine,2019-11-18,83629.5
quarantine,2019-11-19,92358.5
quarantine,2019-11-20,100756
quarantine,2019-11-21,121068
quarantine,2019-11-22,194252.5
quarantine,2019-11-23,188469
quarantine,2019-11-24,148038
quarantine,2019-11-25,130072.5
quarantine,2019-11-26,96304.5
quarantine,2019-11-27,134452.5
quarantine,2019-11-28,109954.5
quarantine,2019-11-29,124600
quarantine,2019-11-30,127892
quarantine,2019-12-01,104301.5
quarantine,2019-12-02,208281.5
quarantine,2019-12-03,195761.5
quarantine,2019-12-04,174453.5
quarantine,2019-12-05,120744
quarantine,2019-12-06,96624
quarantine,2019-12-07,165286.5
quarantine,2019-12-08,152215.5
quarantine,2019-12-09,159380
quarantine,2019-12-10,93585
quarantine,2019-12-11,124434
quarantine,2019-12-12,207953.5
quarantine,2019-12-13,192368
quarantine,2019-12-14,136140.5
quarantine,2019-12-15,110933
quarantine,2019-12-16,181029
quarantine,2019-12-17,156989.5
quarantine,2019-12-18,159929.5
quarantine,2019-12-19,140602.5
quarantine,2019-12-20,148899.5
quarantine,2019-12-21,129953.5
quarantine,2019-12-22,192623
quarantine,2019-12-23,230465.5
quarantine,2019-12-24,164318
quarantine,2019-12-25,225807
quarantine,2019-12-26,235974.5
quarantine,2019-12-27,161373.5
quarantine,2019-12-28,136668.5
quarantine,2019-12-29,184235.5
quarantine,2019-12-30,145835.5
quarantine,2019-12-31,203390
quarantine,2020-01-01,65319.5
quarantine,2020-01-02,62946
quarantine,2020-01-03,96930.5
quarantine,2020-01-04,137840
quarantine,2020-01-05,82688
quarantine,2020-01-06,95103
quarantine,2020-01-07,95906.5
quarantine,2020-01-08,131562.5
quarantine,2020-01-09,192242.5
quarantine,2020-01-10,113251.5
quarantine,2020-01-11,233690.5
quarantine,2020-01-12,104223.5
quarantine,2020-01-13,131330
quarantine,2020-01-14,151467
quarantine,2020-01-15,146136
quarantine,2020-01-16,121839.5
quarantine,2020-01-17,158820.5
quarantine,2020-01-18,153158.5
quarantine,2020-01-19,196863.5
quarantine,2020-01-20,92668
quarantine,2020-01-21,45825.5
quarantine,2020-01-22,15968.5
quarantine,2020-01-23,7123
quarantine,2020-01-24,5988
quarantine,2020-01-25,4605.5
quarantine,2020-01-26,4015
quarantine,2020-01-27,6754
quarantine,2020-01-28,8761.5
quarantine,2020-01-29,6755
quarantine,2020-01-30,6011
quarantine,2020-01-31,4494
quarantine,2020-02-01,6903
quarantine,2020-02-02,4331
quarantine,2020-02-03,6817.5
quarantine,2020-02-04,8210
quarantine,2020-02-05,9086.5
quarantine,2020-02-06,7362
quarantine,2020-02-07,5665
quarantine,2020-02-08,4353.5
quarantine,2020-02-09,4553.5
quarantine,2020-02-10,4386.5
quarantine,2020-02-11,6890
quarantine,2020-02-12,6251.5
quarantine,2020-02-13,6992
quarantine,2020-02-14,8701.5
quarantine,2020-02-15,5656
quarantine,2020-02-16,5300
quarantine,2020-02-17,6161
quarantine,2020-02-18,9681.5
quarantine,2020-02-19,11151
quarantine,2020-02-20,9677.5
quarantine,2020-02-21,7973
quarantine,2020-02-22,6631
quarantine,2020-02-23,5792.5
quarantine,2020-02-24,6381
quarantine,2020-02-25,5294
quarantine,2020-02-26,4873
quarantine,2020-02-27,4121
quarantine,2020-02-28,1968
quarantine,2020-02-29,3124
quarantine,2020-03-01,4720
quarantine,2020-03-02,3689
quarantine,2020-03-03,4339
quarantine,2020-03-04,3642
quarantine,2020-03-05,1821
quarantine,2020-03-06,2355
quarantine,2020-03-07,1384
quarantine,2020-03-08,1480
quarantine,2020-03-09,1031
quarantine,2020-03-10,1299
quarantine,2020-03-11,976
quarantine,2020-03-12,380
quarantine,2020-03-13,327
quarantine,2020-03-14,225
quarantine,2020-03-15,186
quarantine,2020-03-16,99
quarantine,2020-03-17,99
quarantine,2020-03-18,85
quarantine,2020-03-19,87
quarantine,2020-03-20,85
quarantine,2020-03-21,85
quarantine,2020-03-22,98
quarantine,2020-03-23,125
quarantine,2020-03-24,202
quarantine,2020-03-25,186
quarantine,2020-03-26,187
quarantine,2020-03-27,209
quarantine,2020-03-28,170
quarantine,2020-03-29,187
quarantine,2020-03-30,179
quarantine,2020-03-31,211
quarantine,2020-04-01,242
quarantine,2020-04-02,300
quarantine,2020-04-03,313
quarantine,2020-04-04,294
quarantine,2020-04-05,216
quarantine,2020-04-06,298
quarantine,2020-04-07,294
quarantine,2020-04-08,268
quarantine,2020-04-09,264
quarantine,2020-04-10,347
quarantine,2020-04-11,377
quarantine,2020-04-12,358
quarantine,2020-04-13,357
quarantine,2020-04-14,342
quarantine,2020-04-15,377
quarantine,2020-04-16,414
quarantine,2020-04-17,276
quarantine,2020-04-18,379
quarantine,2020-04-19,413
quarantine,2020-04-20,450
quarantine,2020-04-21,479
quarantine,2020-04-22,513
quarantine,2020-04-23,442
quarantine,2020-04-24,517
quarantine,2020-04-25,468
quarantine,2020-04-26,467
quarantine,2020-04-27,567
quarantine,2020-04-28,531
quarantine,2020-04-29,561
quarantine,2020-04-30,643
quarantine,2020-05-01,635
quarantine,2020-05-02,517
quarantine,2020-05-03,510
quarantine,2020-05-04,558
quarantine,2020-05-05,554
quarantine,2020-05-06,647
quarantine,2020-05-07,602
quarantine,2020-05-08,609
quarantine,2020-05-09,651
quarantine,2020-05-10,509
quarantine,2020-05-11,741
quarantine,2020-05-12,625
quarantine,2020-05-13,653
quarantine,2020-05-14,711
quarantine,2020-05-15,785
quarantine,2020-05-16,840
quarantine,2020-05-17,634
quarantine,2020-05-18,725
quarantine,2020-05-19,894
quarantine,2020-05-20,879
quarantine,2020-05-21,1028
quarantine,2020-05-22,1026
quarantine,2020-05-23,1004
quarantine,2020-05-24,1016
quarantine,2020-05-25,1031
quarantine,2020-05-26,1255
quarantine,2020-05-27,1283
quarantine,2020-05-28,1670
quarantine,2020-05-29,2135
quarantine,2020-05-30,2584
quarantine,2020-05-31,1575
quarantine,2020-06-01,2650
quarantine,2020-06-02,2980
quarantine,2020-06-03,3045
quarantine,2020-06-04,2361
quarantine,2020-06-05,2532
quarantine,2020-06-06,2750
quarantine,2020-06-07,3134
quarantine,2020-06-08,2580
quarantine,2020-06-09,2826
quarantine,2020-06-10,1680
quarantine,2020-06-11,1884
quarantine,2020-06-12,1247
quarantine,2020-06-13,1666
quarantine,2020-06-14,1310
quarantine,2020-06-15,1851
quarantine,2020-06-16,2160
quarantine,2020-06-17,2354
quarantine,2020-06-18,2045
quarantine,2020-06-19,2976.5
quarantine,2020-06-20,2305
quarantine,2020-06-21,3341.5
quarantine,2020-06-22,2812
quarantine,2020-06-23,2564
quarantine,2020-06-24,1613.5
quarantine,2020-06-25,1957
quarantine,2020-06-26,2379
quarantine,2020-06-27,2665
quarantine,2020-06-28,2708
quarantine,2020-06-29,2887.5
quarantine,2020-06-30,2570
quarantine,2020-07-01,2460
quarantine,2020-07-02,1384
quarantine,2020-07-03,1306
quarantine,2020-07-04,935
quarantine,2020-07-05,1394
quarantine,2020-07-06,2439
quarantine,2020-07-07,2461
quarantine,2020-07-08,1542
quarantine,2020-07-09,1700.5
quarantine,2020-07-10,2297
quarantine,2020-07-11,1829.5
quarantine,2020-07-12,2104
quarantine,2020-07-13,1293
quarantine,2020-07-14,1244
quarantine,2020-07-15,2021
quarantine,2020-07-16,1868
quarantine,2020-07-17,1475
quarantine,2020-07-18,2772
quarantine,2020-07-19,2900
quarantine,2020-07-20,1985.5
quarantine,2020-07-21,1994
quarantine,2020-07-22,2334
quarantine,2020-07-23,2619.5
quarantine,2020-07-24,2169
quarantine,2020-07-25,1848
quarantine,2020-07-26,1846
quarantine,2020-07-27,1901
quarantine,2020-07-28,2199
quarantine,2020-07-29,1921
quarantine,2020-07-30,1240
quarantine,2020-07-31,1517
quarantine,2020-08-01,1781
quarantine,2020-08-02,1555
quarantine,2020-08-03,1460
quarantine,2020-08-04,2191.5
quarantine,2020-08-05,1469.5
quarantine,2020-08-06,1627
quarantine,2020-08-07,2079.5
quarantine,2020-08-08,2352
quarantine,2020-08-09,3228
quarantine,2020-08-10,3107
quarantine,2020-08-11,2635
quarantine,2020-08-12,2847
quarantine,2020-08-13,2219
quarantine,2020-08-14,1284
quarantine,2020-08-15,1865
quarantine,2020-08-16,3229
quarantine,2020-08-17,2417
quarantine,2020-08-18,2779
quarantine,2020-08-19,2542
quarantine,2020-08-20,2649
quarantine,2020-08-21,2147
quarantine,2020-08-22,2443
quarantine,2020-08-23,2353
quarantine,2020-08-24,2525
quarantine,2020-08-25,2541
quarantine,2020-08-26,2831
quarantine,2020-08-27,2463
quarantine,2020-08-28,2348
quarantine,2020-08-29,4194
quarantine,2020-08-30,4136
quarantine,2020-08-31,2879
quarantine,2020-09-01,4061
quarantine,2020-09-02,3749
quarantine,2020-09-03,3439
quarantine,2020-09-04,4304
quarantine,2020-09-05,3790.5
quarantine,2020-09-06,2615
quarantine,2020-09-07,1915
quarantine,2020-09-08,3722
quarantine,2020-09-09,3922
quarantine,2020-09-10,3633
quarantine,2020-09-11,3316
quarantine,2020-09-12,2878
quarantine,2020-09-13,2850
quarantine,2020-09-14,3167.5
quarantine,2020-09-15,1909
quarantine,2020-09-16,2928
quarantine,2020-09-17,3642
quarantine,2020-09-18,3836
quarantine,2020-09-19,3114.5
quarantine,2020-09-20,2408.5
quarantine,2020-09-21,888
quarantine,2020-09-22,2166
quarantine,2020-09-23,4345
quarantine,2020-09-24,1690
quarantine,2020-09-25,2808
quarantine,2020-09-26,3718.5
quarantine,2020-09-27,4412.5
quarantine,2020-09-28,3593
quarantine,2020-09-29,3437
quarantine,2020-09-30,4913.5
quarantine,2020-10-01,1425
quarantine,2020-10-02,174
quarantine,2020-10-03,992
quarantine,2020-10-04,1444
quarantine,2020-10-05,1088
quarantine,2020-10-06,1305
quarantine,2020-10-07,2106
quarantine,2020-10-08,2933
quarantine,2020-10-09,2887
quarantine,2020-10-10,3789.5
quarantine,2020-10-11,3428
quarantine,2020-10-12,2957
quarantine,2020-10-13,3151
quarantine,2020-10-14,4018
quarantine,2020-10-15,4606
quarantine,2020-10-16,5081.5
quarantine,2020-10-17,4011
quarantine,2020-10-18,3742
quarantine,2020-10-19,4286
quarantine,2020-10-20,5449.5
quarantine,2020-10-21,5233.5
quarantine,2020-10-22,6082.5
quarantine,2020-10-23,4789
quarantine,2020-10-24,4167
quarantine,2020-10-25,2854.5
quarantine,2020-10-26,4061
quarantine,2020-10-27,936
quarantine,2020-10-28,941
quarantine,2020-10-29,2787
quarantine,2020-10-30,3430
quarantine,2020-10-31,3838
quarantine,2020-11-01,3416.5
quarantine,2020-11-02,4710
quarantine,2020-11-03,3827.5
quarantine,2020-11-04,9115
quarantine,2020-11-05,5986
quarantine,2020-11-06,5507
quarantine,2020-11-07,5681.5
quarantine,2020-11-08,3789
quarantine,2020-11-09,4112.5
quarantine,2020-11-10,4934
quarantine,2020-11-11,5639
quarantine,2020-11-12,4410.5
quarantine,2020-11-13,3485
quarantine,2020-11-14,4265.5
quarantine,2020-11-15,4692
quarantine,2020-11-16,3784.5
quarantine,2020-11-17,2337
quarantine,2020-11-18,3376
quarantine,2020-11-19,4390.5
quarantine,2020-11-20,3985
quarantine,2020-11-21,4363.5
quarantine,2020-11-22,3911
quarantine,2020-11-23,3773.5
quarantine,2020-11-24,3387
quarantine,2020-11-25,3077
quarantine,2020-11-26,3919
quarantine,2020-11-27,3988
quarantine,2020-11-28,4120.5
quarantine,2020-11-29,4547.5
quarantine,2020-11-30,4238.5
quarantine,2020-12-01,4198.5
quarantine,2020-12-02,3500
quarantine,2020-12-03,4197
quarantine,2020-12-04,4701.5
quarantine,2020-12-05,2984
quarantine,2020-12-06,3051
quarantine,2020-12-07,2086
quarantine,2020-12-08,4352
quarantine,2020-12-09,4878.5
quarantine,2020-12-10,4740
quarantine,2020-12-11,5354
quarantine,2020-12-12,4362
quarantine,2020-12-13,2665.5
quarantine,2020-12-14,5473.5
quarantine,2020-12-15,5268
quarantine,2020-12-16,5032.5
quarantine,2020-12-17,4127
quarantine,2020-12-18,3528.5
quarantine,2020-12-19,3544
quarantine,2020-12-20,3265
quarantine,2020-12-21,2715
quarantine,2020-12-22,3931.5
quarantine,2020-12-23,3580
quarantine,2020-12-24,3685
quarantine,2020-12-25,5047
quarantine,2020-12-26,3446.5
quarantine,2020-12-27,4712
quarantine,2020-12-28,3754.5
quarantine,2020-12-29,3588.5
quarantine,2020-12-30,4182
quarantine,2020-12-31,3410
quarantine,2021-01-01,4729
quarantine,2021-01-02,3615
quarantine,2021-01-03,3651
quarantine,2021-01-04,3550
quarantine,2021-01-05,3274.5
quarantine,2021-01-06,5590
quarantine,2021-01-07,6080
quarantine,2021-01-08,4295
quarantine,2021-01-09,3940
quarantine,2021-01-10,4870
quarantine,2021-01-11,4054.5
quarantine,2021-01-12,3738.5
quarantine,2021-01-13,3599.5
quarantine,2021-01-14,2610
quarantine,2021-01-15,3039
quarantine,2021-01-16,3618
quarantine,2021-01-17,2721
quarantine,2021-01-18,3073
quarantine,2021-01-19,2484
quarantine,2021-01-20,4290.5
quarantine,2021-01-21,3347.5
quarantine,2021-01-22,3433
quarantine,2021-01-23,3078
quarantine,2021-01-24,4262.5
quarantine,2021-01-25,3864
quarantine,2021-01-26,4200
quarantine,2021-01-27,3492
quarantine,2021-01-28,3069
quarantine,2021-01-29,2841
quarantine,2021-01-30,3203.5
quarantine,2021-01-31,2189.5
quarantine,2021-02-01,3764.5
quarantine,2021-02-02,1410
quarantine,2021-02-03,3218
quarantine,2021-02-04,3768.5
quarantine,2021-02-05,3560
quarantine,2021-02-06,4103.5
quarantine,2021-02-07,4314.5
quarantine,2021-02-08,3582
quarantine,2021-02-09,2555
quarantine,2021-02-10,2167
quarantine,2021-02-11,2418
quarantine,2021-02-12,2869
quarantine,2021-02-13,4025.5
quarantine,2021-02-14,4109
quarantine,2021-02-15,3864
quarantine,2021-02-16,4358
quarantine,2021-02-17,5399
quarantine,2021-02-18,3944.5
quarantine,2021-02-19,3486
quarantine,2021-02-20,3564
quarantine,2021-02-21,3198
quarantine,2021-02-22,3120
quarantine,2021-02-23,5011
quarantine,2021-02-24,4082
quarantine,2021-02-25,3596
quarantine,2021-02-26,3939
quarantine,2021-02-27,5260
quarantine,2021-02-28,4429
quarantine,2021-03-01,3491
quarantine,2021-03-02,1879.5
quarantine,2021-03-03,3180
quarantine,2021-03-04,4217
quarantine,2021-03-05,5721.5
quarantine,2021-03-06,5125.5
quarantine,2021-03-07,5848
quarantine,2021-03-08,6298.5
quarantine,2021-03-09,3956
quarantine,2021-03-10,3713
quarantine,2021-03-11,4253
quarantine,2021-03-12,5714.5
quarantine,2021-03-13,5737
quarantine,2021-03-14,4617
quarantine,2021-03-15,5355
quarantine,2021-03-16,6153
quarantine,2021-03-17,6787
quarantine,2021-03-18,6783
quarantine,2021-03-19,4970.5
quarantine,2021-03-20,5234.5
quarantine,2021-03-21,3476.5
quarantine,2021-03-22,2905
quarantine,2021-03-23,4544.5
quarantine,2021-03-24,6430.5
quarantine,2021-03-25,5398
quarantine,2021-03-26,4861.5
quarantine,2021-03-27,4140.5
quarantine,2021-03-28,6346.5
quarantine,2021-03-29,4707
quarantine,2021-03-30,4667
quarantine,2021-03-31,5587
quarantine,2021-04-01,5328.5
quarantine,2021-04-02,4696.5
quarantine,2021-04-03,4047
quarantine,2021-04-04,3842
quarantine,2021-04-05,3671
quarantine,2021-04-06,5168.5
quarantine,2021-04-07,4828
quarantine,2021-04-08,5976
quarantine,2021-04-09,6088
quarantine,2021-04-10,4842.5
quarantine,2021-04-11,4320
quarantine,2021-04-12,4145
quarantine,2021-04-13,3608
quarantine,2021-04-14,4593.5
quarantine,2021-04-15,4195
quarantine,2021-04-16,4327
quarantine,2021-04-17,4070
quarantine,2021-04-18,2191
quarantine,2021-04-19,2950
quarantine,2021-04-20,4542
quarantine,2021-04-21,5563
quarantine,2021-04-22,5837.5
quarantine,2021-04-23,4570.5
quarantine,2021-04-24,4030
quarantine,2021-04-25,4074.5
quarantine,2021-04-26,4690
quarantine,2021-04-27,4983.5
quarantine,2021-04-28,4112
quarantine,2021-04-29,5480
quarantine,2021-04-30,3743
quarantine,2021-05-01,3802.5
quarantine,2021-05-02,3669
quarantine,2021-05-03,3696
quarantine,2021-05-04,4164
quarantine,2021-05-05,4406.5
quarantine,2021-05-06,4768.5
quarantine,2021-05-07,3834
quarantine,2021-05-08,5730
quarantine,2021-05-09,3505
quarantine,2021-05-10,1839
quarantine,2021-05-11,3902
quarantine,2021-05-12,4396
quarantine,2021-05-13,5453
quarantine,2021-05-14,5659
quarantine,2021-05-15,4749
quarantine,2021-05-16,7471.5
quarantine,2021-05-17,6217
quarantine,2021-05-18,5971.5
quarantine,2021-05-19,6723
quarantine,2021-05-20,7687.5
quarantine,2021-05-21,7624
quarantine,2021-05-22,8154
quarantine,2021-05-23,9272
quarantine,2021-05-24,7441
quarantine,2021-05-25,5771
quarantine,2021-05-26,3433.5
quarantine,2021-05-27,3517
quarantine,2021-05-28,3891
quarantine,2021-05-29,3060
quarantine,2021-05-30,3716
quarantine,2021-05-31,5529
quarantine,2021-06-01,5843
quarantine,2021-06-02,6625
quarantine,2021-06-03,5552
quarantine,2021-06-04,4735
quarantine,2021-06-05,4000.5
quarantine,2021-06-06,4907
quarantine,2021-06-07,6241
quarantine,2021-06-08,5734
quarantine,2021-06-09,6630.5
quarantine,2021-06-10,8986
quarantine,2021-06-11,6484.5
quarantine,2021-06-12,5267.5
quarantine,2021-06-13,7329.5
quarantine,2021-06-14,7617
quarantine,2021-06-15,4110.5
quarantine,2021-06-16,5650
quarantine,2021-06-17,6636
quarantine,2021-06-18,4299
quarantine,2021-06-19,3917
quarantine,2021-06-20,5831
quarantine,2021-06-21,3885.5
quarantine,2021-06-22,4241.5
quarantine,2021-06-23,2909
quarantine,2021-06-24,3858
quarantine,2021-06-25,3119.5
